event_id,customer_id,event_time,event_type,amount,currency,payment_method,failure_reason,attempt_count,successful_payments,failed_payments,customer_age_days,customer_lifetime_value,days_since_last_payment,checkout_duration_seconds,prior_recovery_rate,intervention,recovered,recovered_amount
EVT-005380,CUS-100995,2026-02-11T07:33:00+00:00,checkout.abandoned,1468.41,INR,netbanking,customer_abandonment,0,2,0,249,113210.33,30.28,442.2,0.73,RETRY,1,1468.41
EVT-005246,CUS-102631,2026-02-11T07:50:00+00:00,checkout.abandoned,11395.48,INR,wallet,customer_abandonment,0,1,0,819,241773.23,74.16,345.6,0.492,RETRY,1,11395.48
EVT-003532,CUS-100208,2026-02-11T08:59:00+00:00,checkout.abandoned,2749.67,INR,netbanking,customer_abandonment,1,0,1,1376,36190.1,88.86,117.1,0.0,HUMAN_REVIEW,0,0
EVT-001327,CUS-100466,2026-02-11T09:39:00+00:00,payment.failed,1750.57,INR,wallet,repeated_failure,0,1,4,1219,109681.57,118.15,877.6,0.048,STOP,0,0
EVT-004363,CUS-100693,2026-02-11T09:49:00+00:00,checkout.abandoned,7832.31,INR,upi,customer_abandonment,1,1,1,109,81627.28,43.85,135.1,0.202,RETRY,0,0
EVT-001743,CUS-102753,2026-02-11T09:52:00+00:00,payment.failed,24183.33,INR,upi,transient_failure,0,2,4,548,96472.27,37.85,415.8,0.875,RETRY,0,0
EVT-009829,CUS-101737,2026-02-11T09:52:00+00:00,subscription.failed,15647.66,INR,card,expired_method,3,3,1,924,31891.0,76.48,604.2,0.315,PAYMENT_LINK,1,15647.66
EVT-011556,CUS-100864,2026-02-11T10:35:00+00:00,payment.failed,3113.67,INR,wallet,repeated_failure,0,2,5,1218,47330.63,111.2,32.7,0.234,REMINDER,0,0
EVT-007519,CUS-100188,2026-02-11T10:53:00+00:00,payment.failed,2253.89,INR,card,expired_method,3,7,2,264,221616.48,74.43,280.0,0.507,PAYMENT_LINK,0,0
EVT-011322,CUS-102061,2026-02-11T11:00:00+00:00,checkout.abandoned,8999.13,INR,netbanking,customer_abandonment,1,2,4,1249,128739.26,13.16,746.0,0.466,PAYMENT_LINK,0,0
EVT-005687,CUS-100092,2026-02-11T11:16:00+00:00,payment.degraded,2275.3,INR,netbanking,systemic_degradation,0,2,5,385,94380.64,107.23,785.6,0.788,REMINDER,1,2275.3
EVT-001831,CUS-101315,2026-02-11T11:55:00+00:00,payment.failed,16953.2,INR,upi,repeated_failure,3,0,3,928,168376.09,42.57,557.6,0.0,STOP,0,0
EVT-009364,CUS-102668,2026-02-11T13:07:00+00:00,checkout.abandoned,1345.12,INR,upi,customer_abandonment,1,4,6,294,231779.1,68.39,277.8,0.11,STOP,1,1345.12
EVT-000383,CUS-101681,2026-02-11T13:28:00+00:00,payment.failed,9635.15,INR,card,expired_method,3,0,4,690,161701.37,56.02,577.1,0.0,STOP,0,0
EVT-011588,CUS-101046,2026-02-11T13:31:00+00:00,subscription.failed,35171.09,INR,netbanking,transient_failure,0,4,1,1019,3034.32,68.33,503.9,0.089,STOP,1,35171.09
EVT-005959,CUS-101380,2026-02-11T13:42:00+00:00,invoice.overdue,23084.63,INR,netbanking,invoice_delay,0,2,4,759,197733.0,114.93,750.6,0.49,HUMAN_REVIEW,0,0
EVT-006363,CUS-101420,2026-02-11T13:44:00+00:00,payment.failed,4933.84,INR,card,bank_decline,2,2,3,887,154007.24,98.3,253.6,0.215,STOP,0,0
EVT-009269,CUS-102150,2026-02-11T13:56:00+00:00,invoice.overdue,6864.31,INR,upi,invoice_delay,3,3,7,1271,177131.29,75.99,735.4,0.065,STOP,0,0
EVT-001911,CUS-102916,2026-02-11T14:28:00+00:00,subscription.failed,12620.62,INR,card,expired_method,2,1,4,101,168564.28,70.74,412.7,0.348,STOP,0,0
EVT-004952,CUS-102086,2026-02-11T14:30:00+00:00,payment.failed,27962.51,INR,wallet,transient_failure,1,0,0,605,119878.71,1.37,666.3,0.784,REMINDER,0,0
EVT-008943,CUS-101589,2026-02-11T14:38:00+00:00,checkout.abandoned,3783.44,INR,wallet,customer_abandonment,0,1,2,951,193784.5,83.93,163.3,0.783,STOP,1,3783.44
EVT-011313,CUS-101670,2026-02-11T14:38:00+00:00,checkout.abandoned,8995.61,INR,upi,customer_abandonment,0,3,0,251,123739.6,52.86,188.9,0.223,REMINDER,0,0
EVT-001660,CUS-101939,2026-02-11T14:51:00+00:00,subscription.failed,2519.86,INR,netbanking,insufficient_balance,2,0,3,289,17485.33,34.4,711.8,0.0,STOP,0,0
EVT-010262,CUS-100220,2026-02-11T16:35:00+00:00,invoice.overdue,4216.06,INR,card,invoice_delay,3,4,7,1126,241167.21,40.88,534.8,0.569,STOP,0,0
EVT-002771,CUS-101008,2026-02-11T16:43:00+00:00,payment.failed,6269.44,INR,netbanking,bank_decline,0,0,3,566,182267.06,25.4,534.3,0.594,HUMAN_REVIEW,0,0
EVT-009836,CUS-100499,2026-02-11T16:45:00+00:00,checkout.abandoned,9226.45,INR,upi,customer_abandonment,0,2,1,1142,10690.54,44.43,659.0,0.022,RETRY,0,0
EVT-008300,CUS-101327,2026-02-11T17:18:00+00:00,payment.degraded,5604.27,INR,upi,systemic_degradation,1,4,3,529,249832.17,60.72,97.6,0.316,PAYMENT_LINK,1,5604.27
EVT-008416,CUS-100914,2026-02-11T17:57:00+00:00,invoice.overdue,5441.18,INR,card,invoice_delay,3,1,4,700,196143.26,19.94,87.3,0.915,STOP,0,0
EVT-006763,CUS-102846,2026-02-11T18:00:00+00:00,subscription.failed,1475.9,INR,netbanking,transient_failure,1,3,2,1235,170016.78,113.41,893.8,0.295,PAYMENT_LINK,0,0
EVT-000487,CUS-102767,2026-02-11T18:39:00+00:00,checkout.abandoned,1841.51,INR,upi,customer_abandonment,0,0,3,1079,53942.62,119.46,555.1,0.0,STOP,0,0
EVT-010275,CUS-100172,2026-02-11T20:17:00+00:00,payment.failed,2716.86,INR,card,repeated_failure,2,5,1,526,110471.67,26.24,884.2,0.098,PAYMENT_LINK,1,2716.86
EVT-006015,CUS-102699,2026-02-11T20:26:00+00:00,checkout.abandoned,4431.62,INR,wallet,customer_abandonment,1,4,2,833,130592.34,101.43,580.4,0.944,RETRY,1,4431.62
EVT-007860,CUS-102627,2026-02-11T20:28:00+00:00,payment.failed,3753.25,INR,card,insufficient_balance,0,3,6,640,156563.62,54.73,345.3,0.237,PAYMENT_LINK,0,0
EVT-002251,CUS-102083,2026-02-11T21:12:00+00:00,payment.failed,1016.91,INR,upi,insufficient_balance,1,0,4,699,119785.16,20.66,806.8,0.0,STOP,0,0
EVT-004758,CUS-102338,2026-02-11T21:47:00+00:00,subscription.failed,1004.96,INR,netbanking,bank_decline,2,1,1,1006,43951.2,108.49,70.6,0.844,PAYMENT_LINK,1,1004.96
EVT-004798,CUS-101051,2026-02-11T21:54:00+00:00,checkout.abandoned,6323.44,INR,wallet,customer_abandonment,0,2,1,944,72891.94,40.0,464.3,0.485,STOP,0,0
EVT-004832,CUS-100724,2026-02-11T22:21:00+00:00,invoice.overdue,1536.83,INR,upi,invoice_delay,2,0,1,535,107744.28,90.24,312.4,0.0,STOP,0,0
EVT-010884,CUS-102717,2026-02-11T22:26:00+00:00,subscription.failed,2178.39,INR,netbanking,insufficient_balance,1,5,5,547,119397.77,17.46,893.6,0.569,ALTERNATIVE_METHOD,0,0
EVT-004682,CUS-101318,2026-02-11T22:49:00+00:00,payment.failed,18375.06,INR,netbanking,network_error,2,1,4,762,11775.0,28.64,131.5,0.818,RETRY,1,18375.06
EVT-001153,CUS-101558,2026-02-12T00:28:00+00:00,subscription.failed,1714.11,INR,wallet,expired_method,3,0,0,584,112631.42,27.19,393.4,0.0,STOP,0,0
EVT-002049,CUS-102992,2026-02-12T02:04:00+00:00,payment.failed,3554.48,INR,wallet,insufficient_balance,2,0,4,1252,225457.93,23.59,122.0,0.539,STOP,0,0
EVT-003002,CUS-102417,2026-02-12T02:06:00+00:00,invoice.overdue,3374.36,INR,card,invoice_delay,0,1,1,1046,118585.21,36.94,874.8,0.316,ALTERNATIVE_METHOD,1,3374.36
EVT-000055,CUS-102476,2026-02-12T02:33:00+00:00,checkout.abandoned,8650.05,INR,card,customer_abandonment,0,0,1,114,204599.12,114.02,548.0,0.0,WAIT,0,0
EVT-004501,CUS-100813,2026-02-12T03:19:00+00:00,payment.failed,1733.54,INR,card,transient_failure,1,1,5,633,200088.73,103.88,887.1,0.658,WAIT,0,0
EVT-001077,CUS-101658,2026-02-12T03:28:00+00:00,payment.failed,7035.91,INR,netbanking,expired_method,1,1,1,1385,78643.12,68.6,205.8,0.534,PAYMENT_LINK,0,0
EVT-005291,CUS-100431,2026-02-12T03:35:00+00:00,subscription.failed,7349.35,INR,card,expired_method,3,2,4,1046,231835.34,70.59,594.6,0.084,STOP,0,0
EVT-000996,CUS-102763,2026-02-12T04:47:00+00:00,payment.failed,9426.2,INR,wallet,bank_decline,3,0,2,1045,88101.86,98.86,613.7,0.0,STOP,0,0
EVT-006815,CUS-100140,2026-02-12T05:11:00+00:00,checkout.abandoned,5865.41,INR,upi,customer_abandonment,0,2,3,447,35307.39,53.84,376.2,0.298,RETRY,0,0
EVT-006787,CUS-100742,2026-02-12T05:30:00+00:00,subscription.failed,3299.48,INR,wallet,transient_failure,0,2,6,738,13196.02,114.9,216.3,0.415,WAIT,1,3299.48
EVT-010330,CUS-101993,2026-02-12T05:54:00+00:00,checkout.abandoned,1010.65,INR,upi,customer_abandonment,0,6,7,990,225190.78,78.94,189.4,0.673,RETRY,1,1010.65
EVT-008909,CUS-101424,2026-02-12T05:56:00+00:00,checkout.abandoned,1399.73,INR,upi,customer_abandonment,0,0,0,884,186030.6,7.46,343.6,0.456,ALTERNATIVE_METHOD,1,1399.73
EVT-008577,CUS-102062,2026-02-12T06:12:00+00:00,checkout.abandoned,9346.13,INR,netbanking,customer_abandonment,1,3,5,408,158428.76,20.22,674.7,0.138,REMINDER,0,0
EVT-004450,CUS-102401,2026-02-12T07:02:00+00:00,payment.failed,5432.01,INR,upi,bank_decline,0,0,0,681,102808.65,83.35,821.1,0.0,WAIT,0,0
EVT-005061,CUS-100674,2026-02-12T07:12:00+00:00,payment.degraded,5590.92,INR,wallet,systemic_degradation,2,1,4,743,95556.77,81.43,32.4,0.755,WAIT,0,0
EVT-001585,CUS-101542,2026-02-12T07:27:00+00:00,invoice.overdue,2076.51,INR,wallet,invoice_delay,1,1,1,1178,17750.58,24.64,889.3,0.759,RETRY,1,2076.51
EVT-008361,CUS-101661,2026-02-12T07:36:00+00:00,subscription.failed,5939.73,INR,card,insufficient_balance,1,3,1,347,241198.43,87.38,434.9,0.913,REMINDER,0,0
EVT-008420,CUS-100172,2026-02-12T07:58:00+00:00,payment.degraded,3979.6,INR,card,systemic_degradation,2,3,1,526,110471.67,82.94,704.3,0.8,RETRY,1,3979.6
EVT-011845,CUS-101608,2026-02-12T08:00:00+00:00,payment.failed,1755.98,INR,netbanking,network_error,1,3,5,438,180614.3,83.77,286.9,0.377,PAYMENT_LINK,0,0
EVT-005610,CUS-100217,2026-02-12T08:08:00+00:00,subscription.failed,4867.68,INR,wallet,transient_failure,2,1,3,1372,186121.74,34.38,115.5,0.34,PAYMENT_LINK,1,4867.68
EVT-004722,CUS-102734,2026-02-12T08:32:00+00:00,checkout.abandoned,4411.64,INR,netbanking,customer_abandonment,0,0,1,561,231978.98,105.44,128.8,0.0,RETRY,0,0
EVT-010698,CUS-101927,2026-02-12T08:39:00+00:00,checkout.abandoned,12059.74,INR,netbanking,customer_abandonment,1,6,1,872,155492.03,93.59,526.5,0.356,WAIT,1,12059.74
EVT-008787,CUS-102576,2026-02-12T08:43:00+00:00,checkout.abandoned,3352.51,INR,wallet,customer_abandonment,0,3,2,197,21354.63,117.15,404.2,0.317,RETRY,1,3352.51
EVT-011104,CUS-102044,2026-02-12T08:54:00+00:00,payment.failed,3717.31,INR,upi,repeated_failure,2,2,1,696,199960.41,34.87,161.0,0.827,REMINDER,0,0
EVT-006587,CUS-102480,2026-02-12T09:14:00+00:00,checkout.abandoned,17584.31,INR,card,customer_abandonment,0,3,2,630,123000.63,77.56,347.6,0.241,WAIT,1,17584.31
EVT-008174,CUS-100503,2026-02-12T09:19:00+00:00,payment.failed,3296.83,INR,wallet,transient_failure,3,3,4,238,168000.86,95.66,76.9,0.813,RETRY,0,0
EVT-010893,CUS-101771,2026-02-12T09:20:00+00:00,payment.failed,886.04,INR,upi,insufficient_balance,3,2,3,35,79986.88,85.58,602.1,0.512,STOP,0,0
EVT-007248,CUS-102396,2026-02-12T09:30:00+00:00,payment.failed,16848.58,INR,netbanking,network_error,0,3,4,1097,72677.98,65.66,164.6,0.223,ALTERNATIVE_METHOD,1,16848.58
EVT-010564,CUS-101861,2026-02-12T09:40:00+00:00,subscription.failed,5866.09,INR,wallet,expired_method,0,1,4,738,3456.83,94.83,212.4,0.011,HUMAN_REVIEW,0,0
EVT-009848,CUS-102917,2026-02-12T10:45:00+00:00,checkout.abandoned,27966.02,INR,wallet,customer_abandonment,0,3,2,242,108244.21,106.09,268.8,0.37,WAIT,0,0
EVT-002613,CUS-100260,2026-02-12T10:58:00+00:00,payment.failed,16320.31,INR,upi,bank_decline,2,1,0,1106,179465.73,44.45,599.4,0.926,PAYMENT_LINK,0,0
EVT-003051,CUS-101019,2026-02-12T11:14:00+00:00,invoice.overdue,8684.37,INR,card,invoice_delay,3,3,6,1386,190736.47,118.3,212.2,0.288,STOP,0,0
EVT-003618,CUS-101411,2026-02-12T11:24:00+00:00,payment.failed,1870.71,INR,card,insufficient_balance,0,1,3,631,28522.82,61.69,447.2,0.195,WAIT,0,0
EVT-001240,CUS-101884,2026-02-12T11:29:00+00:00,invoice.overdue,41479.49,INR,wallet,invoice_delay,3,0,4,827,36927.33,1.39,112.9,0.0,STOP,0,0
EVT-011776,CUS-100175,2026-02-12T11:39:00+00:00,checkout.abandoned,9537.69,INR,upi,customer_abandonment,0,3,7,1189,7293.46,46.0,125.3,0.866,RETRY,0,0
EVT-006572,CUS-102207,2026-02-12T12:02:00+00:00,payment.failed,1865.03,INR,netbanking,insufficient_balance,0,3,7,1385,135592.88,78.51,633.1,0.606,RETRY,0,0
EVT-003389,CUS-102097,2026-02-12T12:15:00+00:00,payment.degraded,2080.63,INR,wallet,systemic_degradation,1,0,3,104,231660.65,82.72,154.5,0.0,RETRY,0,0
EVT-008486,CUS-100382,2026-02-12T12:47:00+00:00,payment.failed,6602.96,INR,card,bank_decline,2,5,7,784,165337.15,103.41,850.4,0.616,PAYMENT_LINK,0,0
EVT-002247,CUS-102267,2026-02-12T12:57:00+00:00,payment.failed,5309.18,INR,upi,insufficient_balance,2,0,0,1357,174169.8,23.66,509.9,0.0,RETRY,0,0
EVT-000698,CUS-102759,2026-02-12T15:38:00+00:00,payment.degraded,5977.41,INR,wallet,systemic_degradation,0,1,2,1015,68383.5,82.31,616.4,0.085,PAYMENT_LINK,0,0
EVT-005452,CUS-101850,2026-02-12T16:27:00+00:00,subscription.failed,3551.62,INR,card,expired_method,1,5,5,1219,209647.99,53.57,804.9,0.237,REMINDER,1,3551.62
EVT-002973,CUS-101739,2026-02-12T16:48:00+00:00,invoice.overdue,662.73,INR,wallet,invoice_delay,0,1,4,385,139749.62,58.14,654.5,0.087,RETRY,0,0
EVT-007451,CUS-100226,2026-02-12T17:34:00+00:00,checkout.abandoned,1878.17,INR,upi,customer_abandonment,0,0,4,521,12919.69,70.43,812.8,0.0,RETRY,0,0
EVT-011200,CUS-102242,2026-02-12T17:56:00+00:00,payment.failed,1958.46,INR,card,repeated_failure,1,1,3,892,114022.67,27.1,889.3,0.313,STOP,0,0
EVT-001521,CUS-102089,2026-02-12T18:35:00+00:00,subscription.failed,2960.19,INR,wallet,transient_failure,3,0,2,1062,163207.88,36.07,581.0,0.0,STOP,0,0
EVT-007164,CUS-100621,2026-02-12T18:57:00+00:00,payment.degraded,517.52,INR,card,systemic_degradation,1,2,6,991,155735.3,6.73,500.2,0.09,WAIT,0,0
EVT-009426,CUS-102207,2026-02-12T19:19:00+00:00,payment.failed,515.98,INR,netbanking,bank_decline,0,4,0,1385,135592.88,86.28,422.6,0.061,RETRY,0,0
EVT-007548,CUS-100619,2026-02-12T19:21:00+00:00,checkout.abandoned,1383.89,INR,netbanking,customer_abandonment,1,2,4,287,206259.11,60.73,899.6,0.524,WAIT,1,1383.89
EVT-000283,CUS-100577,2026-02-12T19:52:00+00:00,checkout.abandoned,2659.51,INR,card,customer_abandonment,0,0,4,491,79253.97,106.52,835.9,0.0,REMINDER,0,0
EVT-004699,CUS-100346,2026-02-12T20:37:00+00:00,payment.failed,3680.26,INR,wallet,network_error,2,1,4,688,226534.7,2.19,578.2,0.451,PAYMENT_LINK,0,0
EVT-005967,CUS-102112,2026-02-12T21:22:00+00:00,subscription.failed,4184.48,INR,netbanking,transient_failure,1,2,0,921,195963.04,110.4,85.2,0.902,ALTERNATIVE_METHOD,1,4184.48
EVT-011216,CUS-100515,2026-02-12T22:13:00+00:00,payment.failed,3641.67,INR,upi,expired_method,1,2,0,160,222505.9,47.74,303.2,0.339,ALTERNATIVE_METHOD,1,3641.67
EVT-006683,CUS-100157,2026-02-12T22:36:00+00:00,checkout.abandoned,1270.18,INR,netbanking,customer_abandonment,0,2,5,523,75206.84,51.35,552.5,0.595,WAIT,1,1270.18
EVT-010037,CUS-102383,2026-02-12T23:21:00+00:00,subscription.failed,8577.31,INR,wallet,insufficient_balance,2,6,7,440,220086.64,10.24,458.2,0.425,HUMAN_REVIEW,0,0
EVT-009224,CUS-101667,2026-02-12T23:25:00+00:00,payment.failed,5781.52,INR,card,repeated_failure,1,1,0,409,11080.2,2.0,173.4,0.715,REMINDER,1,5781.52
EVT-003719,CUS-101369,2026-02-12T23:38:00+00:00,payment.failed,4483.78,INR,wallet,transient_failure,2,1,3,1191,76366.21,113.84,291.9,0.658,WAIT,0,0
EVT-006540,CUS-100663,2026-02-12T23:39:00+00:00,payment.failed,5493.23,INR,netbanking,repeated_failure,3,2,5,1108,216362.62,114.3,111.3,0.769,STOP,0,0
EVT-001253,CUS-101301,2026-02-13T00:17:00+00:00,payment.failed,6239.11,INR,upi,transient_failure,0,0,4,1162,235307.56,90.08,766.2,0.0,RETRY,1,6239.11
EVT-003533,CUS-101190,2026-02-13T00:17:00+00:00,checkout.abandoned,1034.71,INR,netbanking,customer_abandonment,1,1,3,352,107371.76,65.24,364.5,0.307,STOP,1,1034.71
EVT-007309,CUS-102940,2026-02-13T00:47:00+00:00,subscription.failed,554.66,INR,wallet,expired_method,2,2,5,187,65158.46,86.31,674.8,0.819,STOP,0,0
EVT-001649,CUS-101632,2026-02-13T00:53:00+00:00,checkout.abandoned,2020.32,INR,netbanking,customer_abandonment,0,0,0,1362,231660.52,35.76,23.2,0.913,ALTERNATIVE_METHOD,0,0
EVT-001791,CUS-102662,2026-02-13T01:06:00+00:00,payment.degraded,2397.5,INR,wallet,systemic_degradation,0,0,3,1301,8759.29,20.51,151.2,0.0,ALTERNATIVE_METHOD,0,0
EVT-004354,CUS-101278,2026-02-13T01:28:00+00:00,subscription.failed,2738.58,INR,upi,expired_method,1,0,0,1384,121472.22,103.76,538.6,0.0,STOP,0,0
EVT-004104,CUS-100232,2026-02-13T01:43:00+00:00,invoice.overdue,4354.84,INR,wallet,invoice_delay,2,3,3,333,88833.13,95.35,506.2,0.481,PAYMENT_LINK,0,0
EVT-011833,CUS-102232,2026-02-13T02:35:00+00:00,payment.failed,2407.39,INR,wallet,repeated_failure,3,2,4,973,182638.75,106.92,223.9,0.407,STOP,0,0
EVT-011177,CUS-100368,2026-02-13T02:55:00+00:00,payment.failed,2360.31,INR,wallet,transient_failure,0,4,0,1318,39070.96,58.3,541.1,0.764,RETRY,1,2360.31
EVT-007702,CUS-102146,2026-02-13T03:06:00+00:00,subscription.failed,1892.3,INR,netbanking,expired_method,0,6,2,1087,165179.86,66.38,345.8,0.813,RETRY,1,1892.3
EVT-003228,CUS-100402,2026-02-13T04:00:00+00:00,payment.failed,1108.0,INR,upi,repeated_failure,1,0,1,817,80226.94,85.41,520.8,0.0,STOP,0,0
EVT-007239,CUS-101955,2026-02-13T04:23:00+00:00,invoice.overdue,6540.3,INR,upi,invoice_delay,0,2,6,553,238243.61,69.58,328.0,0.412,STOP,0,0
EVT-006263,CUS-102119,2026-02-13T06:03:00+00:00,subscription.failed,740.96,INR,card,transient_failure,2,3,1,1264,227036.06,76.88,521.1,0.706,PAYMENT_LINK,1,740.96
EVT-003800,CUS-102554,2026-02-13T06:18:00+00:00,checkout.abandoned,7135.47,INR,wallet,customer_abandonment,0,1,5,291,88435.29,103.56,254.4,0.618,STOP,0,0
EVT-006740,CUS-102384,2026-02-13T07:05:00+00:00,checkout.abandoned,6445.71,INR,netbanking,customer_abandonment,0,2,2,155,128260.52,47.29,446.8,0.223,RETRY,0,0
EVT-002206,CUS-101030,2026-02-13T07:07:00+00:00,checkout.abandoned,1466.69,INR,upi,customer_abandonment,1,0,4,39,165197.76,7.43,408.6,0.0,STOP,0,0
EVT-003450,CUS-100545,2026-02-13T07:30:00+00:00,invoice.overdue,7819.68,INR,card,invoice_delay,3,1,4,82,97582.31,62.51,585.4,0.078,STOP,0,0
EVT-009463,CUS-100738,2026-02-13T08:34:00+00:00,payment.failed,5268.01,INR,upi,bank_decline,2,5,3,1380,27610.73,40.77,740.4,0.265,PAYMENT_LINK,1,5268.01
EVT-003089,CUS-102590,2026-02-13T09:23:00+00:00,subscription.failed,8053.92,INR,netbanking,bank_decline,2,0,3,537,109710.87,76.7,863.9,0.277,STOP,0,0
EVT-003652,CUS-100564,2026-02-13T09:30:00+00:00,invoice.overdue,3501.5,INR,netbanking,invoice_delay,1,0,1,659,146399.92,22.5,696.4,0.0,STOP,0,0
EVT-010945,CUS-101644,2026-02-13T09:50:00+00:00,payment.failed,1042.61,INR,card,repeated_failure,1,1,5,89,76247.42,55.68,713.1,0.117,STOP,0,0
EVT-006298,CUS-100509,2026-02-13T10:50:00+00:00,payment.failed,6845.98,INR,netbanking,insufficient_balance,1,2,3,271,33416.06,95.94,300.3,0.933,HUMAN_REVIEW,0,0
EVT-002230,CUS-101263,2026-02-13T11:26:00+00:00,payment.degraded,2170.2,INR,card,systemic_degradation,1,1,0,921,154672.51,118.62,876.9,0.181,PAYMENT_LINK,1,2170.2
EVT-004848,CUS-100538,2026-02-13T11:47:00+00:00,payment.failed,3646.26,INR,card,bank_decline,0,0,1,370,59873.78,10.39,119.0,0.0,STOP,1,3646.26
EVT-007318,CUS-102251,2026-02-13T12:41:00+00:00,invoice.overdue,2032.37,INR,upi,invoice_delay,3,4,3,579,75957.24,97.76,418.5,0.318,RETRY,0,0
EVT-000695,CUS-100178,2026-02-13T13:18:00+00:00,subscription.failed,2425.06,INR,netbanking,bank_decline,1,0,0,503,77630.65,87.79,827.9,0.0,PAYMENT_LINK,1,2425.06
EVT-003429,CUS-102704,2026-02-13T13:27:00+00:00,checkout.abandoned,11256.2,INR,upi,customer_abandonment,1,0,0,299,92799.92,100.77,421.6,0.0,ALTERNATIVE_METHOD,0,0
EVT-007058,CUS-101962,2026-02-13T14:25:00+00:00,payment.failed,5175.7,INR,wallet,transient_failure,0,2,1,1062,240082.51,102.19,235.1,0.615,RETRY,1,5175.7
EVT-000442,CUS-100418,2026-02-13T14:35:00+00:00,payment.degraded,6557.36,INR,upi,systemic_degradation,1,0,4,954,82139.7,0.96,137.6,0.0,RETRY,0,0
EVT-002561,CUS-100561,2026-02-13T15:01:00+00:00,checkout.abandoned,4510.28,INR,netbanking,customer_abandonment,1,1,4,626,196873.77,37.33,108.0,0.616,RETRY,0,0
EVT-010629,CUS-101216,2026-02-13T15:22:00+00:00,payment.failed,6171.04,INR,card,network_error,1,3,4,1221,9530.04,110.48,623.5,0.283,WAIT,1,6171.04
EVT-005864,CUS-100254,2026-02-13T15:58:00+00:00,subscription.failed,2729.47,INR,wallet,insufficient_balance,0,2,3,625,111954.94,112.6,720.4,0.805,ALTERNATIVE_METHOD,0,0
EVT-007134,CUS-101833,2026-02-13T16:59:00+00:00,subscription.failed,8535.27,INR,netbanking,insufficient_balance,1,3,4,871,181316.31,29.23,578.7,0.78,RETRY,0,0
EVT-001014,CUS-101716,2026-02-13T17:20:00+00:00,checkout.abandoned,2182.27,INR,card,customer_abandonment,0,1,0,122,73284.16,86.23,180.7,0.051,ALTERNATIVE_METHOD,0,0
EVT-005751,CUS-102759,2026-02-13T17:53:00+00:00,payment.failed,19882.61,INR,netbanking,transient_failure,2,5,4,1015,68383.5,43.11,859.6,0.938,RETRY,0,0
EVT-008450,CUS-102037,2026-02-13T18:01:00+00:00,checkout.abandoned,9386.56,INR,wallet,customer_abandonment,1,2,5,1338,205928.19,80.37,228.7,0.098,STOP,0,0
EVT-011624,CUS-100818,2026-02-13T18:05:00+00:00,invoice.overdue,7260.62,INR,upi,invoice_delay,1,2,4,705,129081.59,90.22,888.4,0.535,RETRY,0,0
EVT-000230,CUS-102029,2026-02-13T18:25:00+00:00,checkout.abandoned,14288.68,INR,upi,customer_abandonment,0,0,1,297,229820.99,115.43,94.1,0.0,HUMAN_REVIEW,0,0
EVT-008769,CUS-101835,2026-02-13T18:38:00+00:00,checkout.abandoned,5461.44,INR,card,customer_abandonment,1,2,0,433,212799.18,76.37,389.6,0.441,REMINDER,0,0
EVT-005341,CUS-102545,2026-02-13T19:16:00+00:00,subscription.failed,2917.24,INR,upi,transient_failure,3,1,5,1237,49163.29,88.68,229.4,0.642,STOP,0,0
EVT-003867,CUS-102584,2026-02-13T19:25:00+00:00,payment.failed,3783.17,INR,netbanking,bank_decline,2,1,2,306,65934.98,87.21,726.5,0.857,STOP,1,3783.17
EVT-008603,CUS-102393,2026-02-13T19:28:00+00:00,payment.failed,1499.43,INR,wallet,repeated_failure,1,5,4,1326,141733.79,58.26,491.0,0.182,REMINDER,0,0
EVT-006531,CUS-100437,2026-02-13T19:35:00+00:00,payment.failed,4513.76,INR,card,repeated_failure,3,2,3,391,90867.06,70.1,143.4,0.153,STOP,0,0
EVT-006656,CUS-102766,2026-02-13T20:12:00+00:00,payment.failed,4309.96,INR,wallet,repeated_failure,2,1,2,1258,38349.71,80.75,82.5,0.038,STOP,0,0
EVT-002790,CUS-102952,2026-02-13T20:34:00+00:00,payment.failed,2672.41,INR,netbanking,insufficient_balance,0,1,0,566,39958.05,46.06,794.6,0.753,WAIT,0,0
EVT-007303,CUS-101838,2026-02-13T20:47:00+00:00,payment.failed,3438.24,INR,netbanking,transient_failure,2,3,3,309,188219.82,107.27,636.8,0.32,PAYMENT_LINK,0,0
EVT-002778,CUS-102548,2026-02-13T21:23:00+00:00,checkout.abandoned,18946.81,INR,card,customer_abandonment,0,1,0,286,238855.14,91.26,666.2,0.377,PAYMENT_LINK,0,0
EVT-006910,CUS-100008,2026-02-13T21:35:00+00:00,payment.failed,2420.91,INR,netbanking,bank_decline,2,1,4,136,130912.94,68.52,117.0,0.132,STOP,0,0
EVT-007863,CUS-102074,2026-02-13T22:05:00+00:00,payment.degraded,3032.52,INR,wallet,systemic_degradation,1,0,4,595,142092.1,76.5,769.6,0.728,STOP,1,3032.52
EVT-001056,CUS-100306,2026-02-13T22:45:00+00:00,payment.failed,350.53,INR,netbanking,repeated_failure,1,0,0,1113,213302.85,104.26,698.5,0.366,STOP,0,0
EVT-006131,CUS-100501,2026-02-13T23:07:00+00:00,payment.failed,3853.25,INR,card,network_error,3,0,3,548,102551.53,51.8,538.1,0.0,STOP,0,0
EVT-011046,CUS-100507,2026-02-13T23:18:00+00:00,payment.failed,9635.25,INR,upi,transient_failure,2,3,4,90,240717.5,116.01,41.7,0.453,REMINDER,0,0
